title,url,instructionalLevel,source,institution,isPaid,corpus
Photoshop Workflow - Manipulação de imagem para Publicidade,https://www.udemy.com/photoshop-workflow-profissional/,Expert Level,Udemy,Independent/Organisation,True,Photoshop Workflow - Manipulação de imagem para Publicidade photoshop workflow profissionalGraphic Design Expert Level Udemy Independent/Organisation
Como Produzir Ebook e Livros com Adobe Indesign CC e CS6,https://www.udemy.com/como-produzir-ebook-e-livros-com-adobe-indesign-cc/,All Levels,Udemy,Independent/Organisation,True,Como Produzir Ebook e Livros com Adobe Indesign CC e CS6 como produzir ebook e livros com adobe indesign ccGraphic Design All Levels Udemy Independent/Organisation
Curso básico de Gimp; software gratis de diseño gráfico,https://www.udemy.com/curso-basico-gimp/,Beginner Level,Udemy,Independent/Organisation,True,Curso básico de Gimp; software gratis de diseño gráfico curso basico gimpGraphic Design Beginner Level Udemy Independent/Organisation
Curso Completo de SolidWorks 2016.,https://www.udemy.com/curso-de-chapa-metalica-solidworks-2016/,All Levels,Udemy,Independent/Organisation,True,Curso Completo de SolidWorks 2016. curso de chapa metalica solidworks 2016Graphic Design All Levels Udemy Independent/Organisation
なぞるだけですぐできる! 簡単手描きイラスト講座,https://www.udemy.com/nazoru-illust/,Beginner Level,Udemy,Independent/Organisation,True,なぞるだけですぐできる! 簡単手描きイラスト講座 nazoru illustGraphic Design Beginner Level Udemy Independent/Organisation
Découvrez InDesign en 1 heure,https://www.udemy.com/decouvrez-indesign-en-1-heure/,Beginner Level,Udemy,Independent/Organisation,True,Découvrez InDesign en 1 heure decouvrez indesign en 1 heureGraphic Design Beginner Level Udemy Independent/Organisation
Convert Image to Vector in Adobe illustrator,https://www.udemy.com/convert-image-to-vector-in-adobe-illustrator/,Intermediate Level,Udemy,Independent/Organisation,False,Convert Image to Vector in Adobe illustrator convert image to vector in adobe illustratorGraphic Design Intermediate Level Udemy Independent/Organisation
Design & Create Vector Graphics With Inkscape 2016,https://www.udemy.com/design-create-vector-graphics-with-inkscape/,Beginner Level,Udemy,Independent/Organisation,True,Design & Create Vector Graphics With Inkscape 2016 design create vector graphics with inkscapeGraphic Design Beginner Level Udemy Independent/Organisation
GIMP for Beginners. Make Your Own Professional Book Covers,https://www.udemy.com/gimp-for-beginners/,Beginner Level,Udemy,Independent/Organisation,True,GIMP for Beginners. Make Your Own Professional Book Covers gimp for beginnersGraphic Design Beginner Level Udemy Independent/Organisation
Learn Photoshop Quickly (For Bloggers & Web Images),https://www.udemy.com/pscourse/,Beginner Level,Udemy,Independent/Organisation,True,Learn Photoshop Quickly (For Bloggers & Web Images) pscourseGraphic Design Beginner Level Udemy Independent/Organisation
Photoshop CC 2017 for Beginners: Master Photoshop Essentials,https://www.udemy.com/adobe-photoshop-cc-for-beginners/,Beginner Level,Udemy,Independent/Organisation,True,Photoshop CC 2017 for Beginners: Master Photoshop Essentials adobe photoshop cc for beginnersGraphic Design Beginner Level Udemy Independent/Organisation
Voxel 3D Model Creation Course,https://www.udemy.com/voxel-3d-model-creation-course/,All Levels,Udemy,Independent/Organisation,False,Voxel 3D Model Creation Course voxel 3d model creation courseGraphic Design All Levels Udemy Independent/Organisation
Logo Design: Mastering the Wordmark,https://www.udemy.com/wordmark/,All Levels,Udemy,Independent/Organisation,True,Logo Design: Mastering the Wordmark wordmarkGraphic Design All Levels Udemy Independent/Organisation
The Complete Canva Course,https://www.udemy.com/the-complete-canva-course-for-beginners/,All Levels,Udemy,Independent/Organisation,True,The Complete Canva Course the complete canva course for beginnersGraphic Design All Levels Udemy Independent/Organisation
Learn Photoshop for Design: 100% Practical Projects,https://www.udemy.com/photoshop-for-design-learn-banner-design-in-photoshop/,All Levels,Udemy,Independent/Organisation,True,Learn Photoshop for Design: 100% Practical Projects photoshop for design learn banner design in photoshopGraphic Design All Levels Udemy Independent/Organisation
Logo Design Theory & Application Bootcamp,https://www.udemy.com/logo-design-theory-application-bootcamp/,All Levels,Udemy,Independent/Organisation,True,Logo Design Theory & Application Bootcamp logo design theory application bootcampGraphic Design All Levels Udemy Independent/Organisation
LaTeX for Professional Publications,https://www.udemy.com/learn-latex/,Beginner Level,Udemy,Independent/Organisation,True,LaTeX for Professional Publications learn latexGraphic Design Beginner Level Udemy Independent/Organisation
The Design Theory Blitz,https://www.udemy.com/graphic-design-theory-blitz/,Beginner Level,Udemy,Independent/Organisation,True,The Design Theory Blitz graphic design theory blitzGraphic Design Beginner Level Udemy Independent/Organisation
Book Design With MS Word And Canva ,https://www.udemy.com/boost-your-sales-with-diy-design-for-non-techy-entrepreneurs/,All Levels,Udemy,Independent/Organisation,True,Book Design With MS Word And Canva  boost your sales with diy design for non techy entrepreneursGraphic Design All Levels Udemy Independent/Organisation
Learn to Design a Letterhead - A Beginners Course,https://www.udemy.com/learn-to-design-a-letterhead/,All Levels,Udemy,Independent/Organisation,False,Learn to Design a Letterhead - A Beginners Course learn to design a letterheadGraphic Design All Levels Udemy Independent/Organisation
Creating Icons with Adobe Illustrator,https://www.udemy.com/creating-icons-with-illustrator/,All Levels,Udemy,Independent/Organisation,True,Creating Icons with Adobe Illustrator creating icons with illustratorGraphic Design All Levels Udemy Independent/Organisation
Create Stunning Infographics to Share your Ideas,https://www.udemy.com/infographic/,Beginner Level,Udemy,Independent/Organisation,False,Create Stunning Infographics to Share your Ideas infographicGraphic Design Beginner Level Udemy Independent/Organisation
How to stylize your photos in Photoshop with color overlays,https://www.udemy.com/how-to-stylize-your-photos-in-photoshop-with-color-overlays/,Beginner Level,Udemy,Independent/Organisation,False,How to stylize your photos in Photoshop with color overlays how to stylize your photos in photoshop with color overlaysGraphic Design Beginner Level Udemy Independent/Organisation
Business Card and Letterhead Design in Adobe Illustrator,https://www.udemy.com/stationery/,All Levels,Udemy,Independent/Organisation,True,Business Card and Letterhead Design in Adobe Illustrator stationeryGraphic Design All Levels Udemy Independent/Organisation
A Complete Guide to Successful Freelance Logo Design Career,https://www.udemy.com/be-a-successful-logo-designer/,All Levels,Udemy,Independent/Organisation,True,A Complete Guide to Successful Freelance Logo Design Career be a successful logo designerGraphic Design All Levels Udemy Independent/Organisation
The Logo Design Process From Start To Finish,https://www.udemy.com/the-logo-design-process-from-start-to-finish/,All Levels,Udemy,Independent/Organisation,True,The Logo Design Process From Start To Finish the logo design process from start to finishGraphic Design All Levels Udemy Independent/Organisation
Creative logo design with Inkscape for free,https://www.udemy.com/logo-design-with-inkscape-for-free/,All Levels,Udemy,Independent/Organisation,True,Creative logo design with Inkscape for free logo design with inkscape for freeGraphic Design All Levels Udemy Independent/Organisation
Typography Fundamentals - Feel confident with type!,https://www.udemy.com/typography-crash-course/,Beginner Level,Udemy,Independent/Organisation,True,Typography Fundamentals - Feel confident with type! typography crash courseGraphic Design Beginner Level Udemy Independent/Organisation
How To Sell Your Art Online With ETSY,https://www.udemy.com/how-to-sell-your-art-online-on-etsy/,Beginner Level,Udemy,Independent/Organisation,True,How To Sell Your Art Online With ETSY how to sell your art online on etsyGraphic Design Beginner Level Udemy Independent/Organisation
Ultimate Guide on Freelancing Career in Photoshop Design,https://www.udemy.com/freelancing-career-in-photoshop-design/,All Levels,Udemy,Independent/Organisation,True,Ultimate Guide on Freelancing Career in Photoshop Design freelancing career in photoshop designGraphic Design All Levels Udemy Independent/Organisation
Photoshop - Como criar Fusão de forma profissional,https://www.udemy.com/curso-de-photoshop-composicao-bombeiros/,All Levels,Udemy,Independent/Organisation,True,Photoshop - Como criar Fusão de forma profissional curso de photoshop composicao bombeirosGraphic Design All Levels Udemy Independent/Organisation
"Photoshop, Illustrator, InDesign & Graphic Design Principles",https://www.udemy.com/photoshop-illustrator-indesign-graphic-design-principles/,All Levels,Udemy,Independent/Organisation,True,"Photoshop, Illustrator, InDesign & Graphic Design Principles photoshop illustrator indesign graphic design principlesGraphic Design All Levels Udemy Independent/Organisation"
Photoshop - Tratamento de pele profissional,https://www.udemy.com/como-fazer-retoque-de-pele-profissional-em-10-passos/,Intermediate Level,Udemy,Independent/Organisation,True,Photoshop - Tratamento de pele profissional como fazer retoque de pele profissional em 10 passosGraphic Design Intermediate Level Udemy Independent/Organisation
Indesign - Para quem quer trabalhar com Design Gráfico,https://www.udemy.com/indesign-como-criar-layouts-pecas-graficas/,Intermediate Level,Udemy,Independent/Organisation,True,Indesign - Para quem quer trabalhar com Design Gráfico indesign como criar layouts pecas graficasGraphic Design Intermediate Level Udemy Independent/Organisation
Primeros Pasos con Photoshop CC,https://www.udemy.com/felinu-primeros-pasos-con-photoshop/,Beginner Level,Udemy,Independent/Organisation,False,Primeros Pasos con Photoshop CC felinu primeros pasos con photoshopGraphic Design Beginner Level Udemy Independent/Organisation
Cómo Diseñar Logos,https://www.udemy.com/como-disenar-logos/,Beginner Level,Udemy,Independent/Organisation,True,Cómo Diseñar Logos como disenar logosGraphic Design Beginner Level Udemy Independent/Organisation
Photoshop para principiantes: ¡De cero a experto!,https://www.udemy.com/adobe-photoshop-curso-practico/,Beginner Level,Udemy,Independent/Organisation,True,Photoshop para principiantes: ¡De cero a experto! adobe photoshop curso practicoGraphic Design Beginner Level Udemy Independent/Organisation
Photoshop Avançado - Pós Produção e fusão com 3D,https://www.udemy.com/photoshop-avancado-pos-producao-e-fusao-com-3d/,Expert Level,Udemy,Independent/Organisation,True,Photoshop Avançado - Pós Produção e fusão com 3D photoshop avancado pos producao e fusao com 3dGraphic Design Expert Level Udemy Independent/Organisation
ABC do Adobe Illustrator,https://www.udemy.com/abc-do-adobe-illustrator/,Beginner Level,Udemy,Independent/Organisation,True,ABC do Adobe Illustrator abc do adobe illustratorGraphic Design Beginner Level Udemy Independent/Organisation
خطوتك الأولى لتعلم الفوتوشوبPhotoshop,https://www.udemy.com/photoshop-g/,Beginner Level,Udemy,Independent/Organisation,True,خطوتك الأولى لتعلم الفوتوشوبPhotoshop photoshop gGraphic Design Beginner Level Udemy Independent/Organisation
master course - realistisch zeichnen lernen,https://www.udemy.com/realistisch-zeichnen-lernen-augen/,All Levels,Udemy,Independent/Organisation,True,master course - realistisch zeichnen lernen realistisch zeichnen lernen augenGraphic Design All Levels Udemy Independent/Organisation
Photoshopマスターコース　基礎から上級まで　ステップバイステップでPhotoshopのすべてを学ぼう,https://www.udemy.com/photoshop-x/,All Levels,Udemy,Independent/Organisation,True,Photoshopマスターコース　基礎から上級まで　ステップバイステップでPhotoshopのすべてを学ぼう photoshop xGraphic Design All Levels Udemy Independent/Organisation
Professional Logo Design in Adobe Illustrator,https://www.udemy.com/professional-logo-design-crash-course/,All Levels,Udemy,Independent/Organisation,False,Professional Logo Design in Adobe Illustrator professional logo design crash courseGraphic Design All Levels Udemy Independent/Organisation
Learn UI/UX and Mobile App Design in Photoshop from Scratch,https://www.udemy.com/learn-uiux-and-mobile-app-design-in-photoshop-from-scratch/,All Levels,Udemy,Independent/Organisation,True,Learn UI/UX and Mobile App Design in Photoshop from Scratch learn uiux and mobile app design in photoshop from scratchGraphic Design All Levels Udemy Independent/Organisation
Mastering Photoshop: From Beginner to Industry Professional,https://www.udemy.com/photoshop-tricks-tips-and-techniques/,Intermediate Level,Udemy,Independent/Organisation,True,Mastering Photoshop: From Beginner to Industry Professional photoshop tricks tips and techniquesGraphic Design Intermediate Level Udemy Independent/Organisation
Expert Retina / HiDPI Graphics in Photoshop & Illustrator,https://www.udemy.com/mastering-retina-graphics/,All Levels,Udemy,Independent/Organisation,True,Expert Retina / HiDPI Graphics in Photoshop & Illustrator mastering retina graphicsGraphic Design All Levels Udemy Independent/Organisation
Start Making Comics with Manga Studio 5 / Clip Studio Paint,https://www.udemy.com/start-making-comics/,All Levels,Udemy,Independent/Organisation,False,Start Making Comics with Manga Studio 5 / Clip Studio Paint start making comicsGraphic Design All Levels Udemy Independent/Organisation
Most Wanted Flat Design Techniques #1: Desert Island,https://www.udemy.com/flat-design-flat-ui-design-flat-colors-flat-design-desert-island/,Intermediate Level,Udemy,Independent/Organisation,False,Most Wanted Flat Design Techniques #1: Desert Island flat design flat ui design flat colors flat design desert islandGraphic Design Intermediate Level Udemy Independent/Organisation
Photoshop Quickstart Guide to Digital Sketching,https://www.udemy.com/photoshop-quickstart-guide-to-digital-sketching/,Beginner Level,Udemy,Independent/Organisation,True,Photoshop Quickstart Guide to Digital Sketching photoshop quickstart guide to digital sketchingGraphic Design Beginner Level Udemy Independent/Organisation
Gestalt Principles & Pattern Design : Create Festive Pattern,https://www.udemy.com/gestalt-principles-surface-pattern-design-create-festive-pattern/,All Levels,Udemy,Independent/Organisation,True,Gestalt Principles & Pattern Design : Create Festive Pattern gestalt principles surface pattern design create festive patternGraphic Design All Levels Udemy Independent/Organisation
Logo Design - Design a Logo in Photoshop for beginners,https://www.udemy.com/logo-design-photoshop/,Beginner Level,Udemy,Independent/Organisation,True,Logo Design - Design a Logo in Photoshop for beginners logo design photoshopGraphic Design Beginner Level Udemy Independent/Organisation
Advanced Features in Adobe Illustrator,https://www.udemy.com/advanced-features-in-adobe-illustrator/,Intermediate Level,Udemy,Independent/Organisation,True,Advanced Features in Adobe Illustrator advanced features in adobe illustratorGraphic Design Intermediate Level Udemy Independent/Organisation
"YOU can Draw, Shade and Paint a Mixed Media Girl...today!",https://www.udemy.com/paint-a-mixed-media-girl/,Beginner Level,Udemy,Independent/Organisation,True,"YOU can Draw, Shade and Paint a Mixed Media Girl...today! paint a mixed media girlGraphic Design Beginner Level Udemy Independent/Organisation"
Photoshop | GIMP: Quick & Easy Image Hacks for Beginners,https://www.udemy.com/photoshop-gimp-spotlight-top-image-hacks-you-need-to-know/,Beginner Level,Udemy,Independent/Organisation,True,Photoshop | GIMP: Quick & Easy Image Hacks for Beginners photoshop gimp spotlight top image hacks you need to knowGraphic Design Beginner Level Udemy Independent/Organisation
Learn Photoshop CC Essentials,https://www.udemy.com/learn-photoshop-cc-essentials/,Beginner Level,Udemy,Independent/Organisation,True,Learn Photoshop CC Essentials learn photoshop cc essentialsGraphic Design Beginner Level Udemy Independent/Organisation
Mobile App Design: From Beginner to Intermediate,https://www.udemy.com/mobile-app-design-from-beginner-to-intermediate/,All Levels,Udemy,Independent/Organisation,True,Mobile App Design: From Beginner to Intermediate mobile app design from beginner to intermediateGraphic Design All Levels Udemy Independent/Organisation
Text based Logo Design for Business Using Adobe Photoshop,https://www.udemy.com/text-based-logo-design-using-adobe-photoshop/,All Levels,Udemy,Independent/Organisation,True,Text based Logo Design for Business Using Adobe Photoshop text based logo design using adobe photoshopGraphic Design All Levels Udemy Independent/Organisation
Graphic Design for Entrepreneurs...Who Can't Draw,https://www.udemy.com/graphic-design-for-entrepreneurs/,Beginner Level,Udemy,Independent/Organisation,True,Graphic Design for Entrepreneurs...Who Can't Draw graphic design for entrepreneursGraphic Design Beginner Level Udemy Independent/Organisation
BUSINESS CARD DESIGN IN POWERPOINT,https://www.udemy.com/design-flat-business-cards-in-powerpoint/,Beginner Level,Udemy,Independent/Organisation,True,BUSINESS CARD DESIGN IN POWERPOINT design flat business cards in powerpointGraphic Design Beginner Level Udemy Independent/Organisation
Adobe - How to create a professional Video Title/ Web Banner,https://www.udemy.com/adobe-how-to-create-a-professional-video-title-or-web-banner/,All Levels,Udemy,Independent/Organisation,True,Adobe - How to create a professional Video Title/ Web Banner adobe how to create a professional video title or web bannerGraphic Design All Levels Udemy Independent/Organisation
How to Design an Awesome Letterhead in Adobe Illustrator,https://www.udemy.com/letterheaddesign/,All Levels,Udemy,Independent/Organisation,False,How to Design an Awesome Letterhead in Adobe Illustrator letterheaddesignGraphic Design All Levels Udemy Independent/Organisation
Graphic Design - An Overview of the Field,https://www.udemy.com/graphic-design-secrets/,Beginner Level,Udemy,Independent/Organisation,False,Graphic Design - An Overview of the Field graphic design secretsGraphic Design Beginner Level Udemy Independent/Organisation
✔️ Illustrator CC : Be a Graphic Designer in Illustrator CC,https://www.udemy.com/illustratorsupercourse/,All Levels,Udemy,Independent/Organisation,True,✔️ Illustrator CC : Be a Graphic Designer in Illustrator CC illustratorsupercourseGraphic Design All Levels Udemy Independent/Organisation
FLAT ICON DESIGN IN POWERPOINT,https://www.udemy.com/flat-icon-design-powerpoint/,Beginner Level,Udemy,Independent/Organisation,True,FLAT ICON DESIGN IN POWERPOINT flat icon design powerpointGraphic Design Beginner Level Udemy Independent/Organisation
Logo Design By Example : Design 5 Famous Logos,https://www.udemy.com/logo-design-inkscape/,Beginner Level,Udemy,Independent/Organisation,True,Logo Design By Example : Design 5 Famous Logos logo design inkscapeGraphic Design Beginner Level Udemy Independent/Organisation
Bring your sketch to life - learn digital illustration,https://www.udemy.com/digital-illustration-with-illustrator-and-photoshop/,Beginner Level,Udemy,Independent/Organisation,True,Bring your sketch to life - learn digital illustration digital illustration with illustrator and photoshopGraphic Design Beginner Level Udemy Independent/Organisation
Learn Cinema 4D: Create an Abstract Background,https://www.udemy.com/create-an-abstract-background/,Beginner Level,Udemy,Independent/Organisation,True,Learn Cinema 4D: Create an Abstract Background create an abstract backgroundGraphic Design Beginner Level Udemy Independent/Organisation
The Art of Icon Design: Create Custom Flat Icon Designs,https://www.udemy.com/the-art-of-icon-design-create-custom-flat-icon-designs/,All Levels,Udemy,Independent/Organisation,True,The Art of Icon Design: Create Custom Flat Icon Designs the art of icon design create custom flat icon designsGraphic Design All Levels Udemy Independent/Organisation
Design Tickets and Vouchers in Photoshop and Illustrator,https://www.udemy.com/design-tickets-and-vouchers-in-photoshop-and-illustrator/,Beginner Level,Udemy,Independent/Organisation,True,Design Tickets and Vouchers in Photoshop and Illustrator design tickets and vouchers in photoshop and illustratorGraphic Design Beginner Level Udemy Independent/Organisation
Blender Modelling Series - Volume Two,https://www.udemy.com/blender-modelling-series-volume-two-master-object-mode/,Beginner Level,Udemy,Independent/Organisation,True,Blender Modelling Series - Volume Two blender modelling series volume two master object modeGraphic Design Beginner Level Udemy Independent/Organisation
Master Adobe Photoshop Lightroom CC - From Beginner to Advan,https://www.udemy.com/master-adobe-photoshop-lightroom-cc-from-beginner-to-advan/,Beginner Level,Udemy,Independent/Organisation,True,Master Adobe Photoshop Lightroom CC - From Beginner to Advan master adobe photoshop lightroom cc from beginner to advanGraphic Design Beginner Level Udemy Independent/Organisation
Design bestselling T-shirts from Beginner to Expert.,https://www.udemy.com/t-shirt-design-from-beginner-to-expert-using-photoshop/,Beginner Level,Udemy,Independent/Organisation,True,Design bestselling T-shirts from Beginner to Expert. t shirt design from beginner to expert using photoshopGraphic Design Beginner Level Udemy Independent/Organisation
Digital Painting for Cartoon Characters,https://www.udemy.com/digital-painting-for-cartoon-characters/,All Levels,Udemy,Independent/Organisation,True,Digital Painting for Cartoon Characters digital painting for cartoon charactersGraphic Design All Levels Udemy Independent/Organisation
Create Animated Gif Advertising Banners in Photoshop CC,https://www.udemy.com/learn-how-to-create-animated-gif-advertising-banners-in-photoshop-cc/,All Levels,Udemy,Independent/Organisation,True,Create Animated Gif Advertising Banners in Photoshop CC learn how to create animated gif advertising banners in photoshop ccGraphic Design All Levels Udemy Independent/Organisation
The Play-Doh Technique: Fun Hand-made Vectors In Illustrator,https://www.udemy.com/play-doh-technique/,All Levels,Udemy,Independent/Organisation,True,The Play-Doh Technique: Fun Hand-made Vectors In Illustrator play doh techniqueGraphic Design All Levels Udemy Independent/Organisation
Photo Manipulation: Master Photo Editing,https://www.udemy.com/photo-manipulation-master-photo-editing/,All Levels,Udemy,Independent/Organisation,True,Photo Manipulation: Master Photo Editing photo manipulation master photo editingGraphic Design All Levels Udemy Independent/Organisation
How to create flat design icons in 15 minutes in Illustrator,https://www.udemy.com/how-to-create-flat-design-interface-icons-in-illustrator/,All Levels,Udemy,Independent/Organisation,True,How to create flat design icons in 15 minutes in Illustrator how to create flat design interface icons in illustratorGraphic Design All Levels Udemy Independent/Organisation
Adobe - Create a professional logo step-by-step (Beauty),https://www.udemy.com/adobe-create-a-professional-logo-step-by-step-beauty/,All Levels,Udemy,Independent/Organisation,True,Adobe - Create a professional logo step-by-step (Beauty) adobe create a professional logo step by step beautyGraphic Design All Levels Udemy Independent/Organisation
Essential Skills for Designers - Mastering the Pen Tool,https://www.udemy.com/pen-tool/,All Levels,Udemy,Independent/Organisation,True,Essential Skills for Designers - Mastering the Pen Tool pen toolGraphic Design All Levels Udemy Independent/Organisation
Morphing  with After Effect : Everything you need to know,https://www.udemy.com/adobe-after-effect-morph-anything/,All Levels,Udemy,Independent/Organisation,True,Morphing  with After Effect : Everything you need to know adobe after effect morph anythingGraphic Design All Levels Udemy Independent/Organisation
Learn  After Effects and master 3d layers in after effects,https://www.udemy.com/the-basics-of-after-effects/,All Levels,Udemy,Independent/Organisation,True,Learn  After Effects and master 3d layers in after effects the basics of after effectsGraphic Design All Levels Udemy Independent/Organisation
Learn Adobe Illustrator CC - All Essentials In 1 Hour!,https://www.udemy.com/learn-adobe-illustrator-cc-all-essentials-in-1-hour/,Beginner Level,Udemy,Independent/Organisation,True,Learn Adobe Illustrator CC - All Essentials In 1 Hour! learn adobe illustrator cc all essentials in 1 hourGraphic Design Beginner Level Udemy Independent/Organisation
History of Art and Design from XV to XXI century,https://www.udemy.com/history-of-design-abc/,All Levels,Udemy,Independent/Organisation,True,History of Art and Design from XV to XXI century history of design abcGraphic Design All Levels Udemy Independent/Organisation
App Design + Web Design + Photoshop = Combined Course,https://www.udemy.com/photoshop-superhero/,Beginner Level,Udemy,Independent/Organisation,True,App Design + Web Design + Photoshop = Combined Course photoshop superheroGraphic Design Beginner Level Udemy Independent/Organisation
Adobe Illustrator CC for beginners,https://www.udemy.com/illustrator-cc-real-world-projects-for-beginners/,Beginner Level,Udemy,Independent/Organisation,True,Adobe Illustrator CC for beginners illustrator cc real world projects for beginnersGraphic Design Beginner Level Udemy Independent/Organisation
Complete Portrait and Figure Drawing (step-by-step),https://www.udemy.com/complete-portrait-and-figure-drawing-step-by-step/,All Levels,Udemy,Independent/Organisation,True,Complete Portrait and Figure Drawing (step-by-step) complete portrait and figure drawing step by stepGraphic Design All Levels Udemy Independent/Organisation
Adobe Illustrator: Learn Easy Logo Design.,https://www.udemy.com/logo-design-in-adobe-illustrator/,All Levels,Udemy,Independent/Organisation,True,Adobe Illustrator: Learn Easy Logo Design. logo design in adobe illustratorGraphic Design All Levels Udemy Independent/Organisation
Create Beautiful Compelling Social Media Banners With Canva,https://www.udemy.com/stunning-images-for-social-media-with-canva/,Beginner Level,Udemy,Independent/Organisation,True,Create Beautiful Compelling Social Media Banners With Canva stunning images for social media with canvaGraphic Design Beginner Level Udemy Independent/Organisation
Become a Professional Logo Designer,https://www.udemy.com/become-a-professional-logo-designer-w/,All Levels,Udemy,Independent/Organisation,True,Become a Professional Logo Designer become a professional logo designer wGraphic Design All Levels Udemy Independent/Organisation
Learn Photoshop Actions - Save time with repetitive tasks,https://www.udemy.com/photoshop-actions-increase-your-efficiency/,Intermediate Level,Udemy,Independent/Organisation,True,Learn Photoshop Actions - Save time with repetitive tasks photoshop actions increase your efficiencyGraphic Design Intermediate Level Udemy Independent/Organisation
Essential Skills for Designers - Masking,https://www.udemy.com/photoshop-masking/,All Levels,Udemy,Independent/Organisation,True,Essential Skills for Designers - Masking photoshop maskingGraphic Design All Levels Udemy Independent/Organisation
Mastering Photoshop Elements 13 Made Easy Training Tutorial,https://www.udemy.com/mastering-photoshop-elements-13-made-easy-training-tutorial/,Beginner Level,Udemy,Independent/Organisation,True,Mastering Photoshop Elements 13 Made Easy Training Tutorial mastering photoshop elements 13 made easy training tutorialGraphic Design Beginner Level Udemy Independent/Organisation
"Become a Graphic Designer, and earn a living from it",https://www.udemy.com/become-a-graphic-designer-and-earn-a-living-from-it/,All Levels,Udemy,Independent/Organisation,True,"Become a Graphic Designer, and earn a living from it become a graphic designer and earn a living from itGraphic Design All Levels Udemy Independent/Organisation"
Learn 2D Cell Shading in Photoshop,https://www.udemy.com/3dmotive-learn-2d-cell-shading-in-photoshop/,Intermediate Level,Udemy,Independent/Organisation,True,Learn 2D Cell Shading in Photoshop 3dmotive learn 2d cell shading in photoshopGraphic Design Intermediate Level Udemy Independent/Organisation
Adobe Illustrator For Everyone: Create Detailed Vector Image,https://www.udemy.com/how-to-create-your-own-steampunk-vehicle-part-1/,All Levels,Udemy,Independent/Organisation,True,Adobe Illustrator For Everyone: Create Detailed Vector Image how to create your own steampunk vehicle part 1Graphic Design All Levels Udemy Independent/Organisation
Learn Digital Drawing in Photoshop,https://www.udemy.com/digital-drawing-in-photoshop/,All Levels,Udemy,Independent/Organisation,True,Learn Digital Drawing in Photoshop digital drawing in photoshopGraphic Design All Levels Udemy Independent/Organisation
Quickly Batch Export & Package Logo Files for Clients,https://www.udemy.com/quickly-batch-export-package-logo-files-for-clients/,Intermediate Level,Udemy,Independent/Organisation,True,Quickly Batch Export & Package Logo Files for Clients quickly batch export package logo files for clientsGraphic Design Intermediate Level Udemy Independent/Organisation
Logo Design for Everybody,https://www.udemy.com/logo-design-for-everybody/,Beginner Level,Udemy,Independent/Organisation,True,Logo Design for Everybody logo design for everybodyGraphic Design Beginner Level Udemy Independent/Organisation
Pixelmator - Create Vector Graphics From Scratch,https://www.udemy.com/create-icons-and-shapes-from-scratch-using-pixelmator/,All Levels,Udemy,Independent/Organisation,True,Pixelmator - Create Vector Graphics From Scratch create icons and shapes from scratch using pixelmatorGraphic Design All Levels Udemy Independent/Organisation
Creating an animated greeting card via Google Slides,https://www.udemy.com/creating-an-animated-greeting-card-via-google-slides-3/,Intermediate Level,Udemy,Independent/Organisation,True,Creating an animated greeting card via Google Slides creating an animated greeting card via google slides 3Graphic Design Intermediate Level Udemy Independent/Organisation
Most Wanted Flat Design Techniques #3: Office Space,https://www.udemy.com/flat-design-flat-ui-design-flat-colors-flat-design-office-space/,Intermediate Level,Udemy,Independent/Organisation,True,Most Wanted Flat Design Techniques #3: Office Space flat design flat ui design flat colors flat design office spaceGraphic Design Intermediate Level Udemy Independent/Organisation
Flat Design - Create Beautiful Flat Graphics In Photoshop,https://www.udemy.com/flat-design-graphics-photoshop/,All Levels,Udemy,Independent/Organisation,True,Flat Design - Create Beautiful Flat Graphics In Photoshop flat design graphics photoshopGraphic Design All Levels Udemy Independent/Organisation
T-Shirt Design Workshop 01: Foundation,https://www.udemy.com/t-shirt-design-workshop-01-foundation/,All Levels,Udemy,Independent/Organisation,True,T-Shirt Design Workshop 01: Foundation t shirt design workshop 01 foundationGraphic Design All Levels Udemy Independent/Organisation
Expert Guide : Mastering Shapes Creation with Illustrator,https://www.udemy.com/mastering-shapes-creation-in-illustrator/,All Levels,Udemy,Independent/Organisation,True,Expert Guide : Mastering Shapes Creation with Illustrator mastering shapes creation in illustratorGraphic Design All Levels Udemy Independent/Organisation
Logo Portfolio in 1 Hour in Wordpress,https://www.udemy.com/logoportfolio/,All Levels,Udemy,Independent/Organisation,True,Logo Portfolio in 1 Hour in Wordpress logoportfolioGraphic Design All Levels Udemy Independent/Organisation
Complete Digital Painting Training with Corel Painter,https://www.udemy.com/digital-portrait-painting/,All Levels,Udemy,Independent/Organisation,True,Complete Digital Painting Training with Corel Painter digital portrait paintingGraphic Design All Levels Udemy Independent/Organisation
How to Design Simple Promotional Materials in Photoshop,https://www.udemy.com/how-to-design-simple-promotional-materials-in-photoshop/,Beginner Level,Udemy,Independent/Organisation,True,How to Design Simple Promotional Materials in Photoshop how to design simple promotional materials in photoshopGraphic Design Beginner Level Udemy Independent/Organisation
Design and Animate a Gamer UI,https://www.udemy.com/design-and-animate-a-gamer-ui/,All Levels,Udemy,Independent/Organisation,True,Design and Animate a Gamer UI design and animate a gamer uiGraphic Design All Levels Udemy Independent/Organisation
